repayment_id,loan_id,repayment_date,amount_paid,due_date
26178,5635,2023-07-01,7670.82,2023-01-01
26179,5205,2022-03-18,9137.43,2023-05-09
26180,5740,2023-11-28,12772.34,2023-06-30
26181,6094,2022-02-24,5036.75,2022-09-06
26182,5533,2023-08-29,8086.49,2022-02-06
26183,5108,2023-04-18,622.96,2022-10-24
26184,5876,2023-10-18,10467.83,2023-04-10
26185,5251,2022-09-04,3333.09,2022-08-09
26186,5135,2023-03-15,7474.52,2023-05-01
26187,6114,2022-11-10,3547.98,2023-02-03
26188,5689,2022-11-16,841.24,2023-06-17
26189,5407,2022-08-08,7506.7,2022-02-21
26190,5102,2023-01-06,6660.09,2023-03-07
26191,5693,2022-08-04,6664.67,2022-07-27
26192,6170,2022-02-18,3527.69,2023-02-23
26193,5404,2023-04-08,14234.47,2023-04-05
26194,5814,2022-04-28,550.85,2023-06-03
26195,6026,2022-03-23,13427.41,2022-06-18
26196,6143,2022-09-20,11185.08,2023-10-12
26197,5855,2023-08-12,2995.04,2022-05-20
26198,6027,2023-05-11,7346.78,2022-12-13
26199,5942,2023-09-26,14838.33,2023-10-30
26200,6021,2023-08-25,9833.62,2022-02-27
26201,5177,2023-11-04,2346.96,2023-11-27
26202,5873,2022-06-25,7135.81,2023-10-20
26203,5477,2022-03-30,7288.94,2023-03-25
26204,5398,2023-10-01,12132.82,2022-07-04
26205,5220,2022-12-25,13784.36,2022-06-27
26206,5173,2022-10-13,1692.5,2023-05-02
26207,5736,2022-10-24,5053.54,2023-04-10
26208,5502,2022-09-17,4827.35,2022-05-07
26209,5761,2023-04-20,14942.7,2022-02-14
26210,5131,2023-09-15,8608.79,2022-07-09
26211,6137,2023-06-20,13257.56,2022-12-28
26212,5798,2023-07-16,6677.48,2023-01-01
26213,5799,2022-02-06,10979.49,2022-07-12
26214,5930,2022-06-30,4655.49,2023-07-21
26215,5723,2022-01-25,13720.9,2022-10-21
26216,6044,2022-12-15,7099.62,2023-06-11
26217,5215,2023-09-29,12154.02,2022-05-29
26218,5488,2023-06-27,4209.34,2022-05-29
26219,5313,2022-08-15,10557.26,2022-09-08
26220,5079,2022-12-14,6374.8,2023-03-11
26221,5180,2022-02-07,955.87,2022-08-02
26222,6004,2023-01-18,6488.62,2023-09-12
26223,5675,2023-07-24,8475.31,2022-02-04
26224,5014,2022-08-24,2700.54,2023-01-16
26225,5859,2022-06-30,3166.74,2022-08-15
26226,5246,2022-04-24,7240.51,2022-08-08
26227,6038,2022-11-02,5469.58,2022-05-20
26228,5099,2022-05-12,6890.74,2023-07-20
26229,5033,2022-12-14,7181.99,2022-09-22
26230,5257,2022-06-29,2531.1,2022-12-02
26231,5034,2023-02-19,3127.32,2023-09-14
26232,5019,2023-08-13,12798.4,2023-07-11
26233,5589,2023-10-16,2859.42,2022-10-06
26234,5137,2023-01-20,10155.76,2022-11-28
26235,5359,2023-05-27,6568.66,2022-07-14
26236,5754,2022-02-12,14539.43,2023-09-23
26237,6140,2023-04-25,1458.51,2022-02-12
26238,5404,2022-04-28,12540.64,2022-09-15
26239,5250,2023-07-25,7626.01,2023-11-19
26240,5446,2022-03-02,577.61,2023-03-18
26241,5954,2023-07-07,4323.07,2022-10-23
26242,5278,2022-07-07,6411.6,2023-09-03
26243,5112,2023-03-29,5055.82,2023-03-13
26244,5746,2022-07-06,5755.52,2023-09-21
26245,5688,2023-04-09,13791.74,2023-11-07
26246,5392,2022-06-13,5733.54,2023-02-02
26247,5969,2023-02-28,6573.03,2022-05-05
26248,5143,2022-04-12,11536.41,2023-05-12
26249,6056,2022-09-24,12010.59,2022-12-30
26250,5181,2023-09-28,1719.3,2022-05-27
26251,5579,2022-06-02,10709.02,2023-04-05
26252,5798,2023-03-05,7497.29,2022-06-20
26253,5269,2023-11-22,2440.88,2022-11-06
26254,5553,2023-03-03,4338.3,2022-12-18
26255,5633,2023-08-01,1153.01,2022-12-14
26256,5275,2023-09-03,5723.44,2022-12-17
26257,5743,2023-06-20,4203.39,2023-07-27
26258,5086,2022-11-29,6040.5,2022-05-21
26259,6087,2023-11-08,8914.94,2022-06-19
26260,5404,2023-03-16,11118.92,2022-08-13
26261,5192,2023-08-29,9277.6,2022-08-09
26262,6055,2022-05-04,10336.47,2022-12-31
26263,5107,2022-10-29,13051.77,2022-04-23
26264,5622,2023-10-30,13170.45,2022-09-06
26265,5276,2022-12-15,12980.43,2023-04-15
26266,5651,2022-09-06,2720.95,2023-03-25
26267,5556,2022-09-28,4140.5,2022-02-17
26268,6106,2023-03-05,7783.72,2022-12-17
26269,6088,2023-07-24,5701.72,2022-03-25
26270,5567,2023-08-07,2409.2,2023-11-07
26271,5586,2022-09-04,4672.38,2023-08-22
26272,5885,2023-04-26,14643.72,2022-06-22
26273,5129,2022-04-08,5530.44,2022-05-25
26274,5256,2022-11-25,6574.25,2023-03-27
26275,5934,2023-08-16,592.82,2023-06-29
26276,5231,2023-03-01,10931.52,2022-11-17
26277,6161,2023-07-31,6496.48,2022-05-28
26278,5863,2023-02-28,1995.53,2022-05-06
26279,5355,2022-01-05,14544.07,2023-10-03
26280,5146,2023-04-04,11772.78,2023-11-06
26281,6057,2023-08-16,11029.18,2023-04-11
26282,5260,2023-05-13,14389.15,2022-05-09
26283,5087,2022-03-28,6408.46,2023-11-14
26284,5843,2023-02-06,10918.74,2022-03-16
26285,5265,2022-10-20,3490.01,2023-05-01
26286,5392,2022-10-08,10608.25,2022-08-04
26287,5232,2022-07-16,704.15,2022-08-25
26288,5901,2022-03-24,2331.43,2022-04-06
26289,5588,2022-01-27,6666.25,2022-07-02
26290,5447,2023-11-25,675.34,2023-09-25
26291,6153,2022-05-15,7198.5,2022-07-14
26292,6113,2022-03-31,8080.48,2022-09-07
26293,5466,2022-07-25,9513.3,2023-09-15
26294,5934,2022-01-27,1955.61,2023-03-23
26295,6194,2023-01-13,3124.67,2022-03-13
26296,5128,2023-07-25,9392.61,2022-02-21
26297,6198,2023-08-07,10043.72,2023-05-11
26298,6050,2023-02-19,875.55,2022-06-04
26299,5573,2022-08-15,8335.33,2022-11-16
26300,5511,2023-08-26,11882.24,2022-10-28
26301,5488,2022-03-09,1501.96,2022-07-14
26302,5891,2022-12-28,6491.01,2022-01-26
26303,5579,2022-09-17,5234.41,2022-08-15
26304,5950,2023-10-20,13748.15,2023-02-01
26305,5406,2022-03-04,3194.13,2022-07-28
26306,6050,2023-11-23,5116.23,2023-02-18
26307,6107,2023-09-15,13527.45,2022-09-10
26308,5364,2023-01-27,5294.47,2023-03-04
26309,6084,2022-09-03,8204.54,2023-09-06
26310,5551,2022-10-05,979.01,2022-09-22
26311,5292,2022-12-13,14781.09,2022-06-25
26312,5789,2023-01-07,12461.73,2022-12-18
26313,5816,2022-05-03,9698.81,2022-07-03
26314,5191,2022-02-26,1380.95,2022-11-20
26315,5461,2022-06-09,1585.61,2023-05-14
26316,5664,2022-05-07,8402.12,2022-07-12
26317,5233,2023-08-30,4633.43,2023-05-01
26318,5474,2022-11-07,9530.45,2022-07-14
26319,5658,2023-06-02,9173.79,2022-01-21
26320,5271,2022-09-22,12660.45,2022-11-30
26321,6158,2022-10-15,4579.97,2023-07-23
26322,5171,2023-02-24,8879.02,2022-02-24
26323,5028,2023-06-12,11771.77,2022-01-02
26324,5136,2022-05-20,7616.21,2022-10-31
26325,5925,2023-11-29,12544.33,2023-06-18
26326,5405,2023-04-20,2403.5,2022-05-21
26327,5977,2023-09-29,11141.52,2022-03-30
26328,5888,2023-06-13,14173.24,2023-08-10
26329,5856,2023-01-24,5312.31,2023-08-09
26330,5444,2023-05-26,5811.88,2022-11-01
26331,5434,2023-06-22,1711.47,2022-06-14
26332,5509,2022-08-01,9801.65,2022-08-05
26333,5034,2023-05-28,8510.54,2022-12-30
26334,6026,2022-09-22,1085.01,2023-06-15
26335,5362,2022-12-09,11407.07,2022-10-11
26336,5606,2022-02-07,12524.63,2022-12-28
26337,5716,2022-08-21,13653.23,2023-01-03
26338,5250,2022-09-17,8413.14,2023-03-17
26339,5147,2022-11-04,7062.41,2023-03-21
26340,5348,2023-02-07,13203.99,2023-01-12
26341,5399,2022-09-18,6281.1,2023-05-11
26342,6200,2023-04-21,10003.93,2022-07-07
26343,5125,2022-04-16,9422.75,2023-10-12
26344,5763,2022-09-04,5896.34,2023-01-19
26345,5398,2022-10-31,1759.9,2023-03-04
26346,5131,2022-12-09,810.53,2022-06-07
26347,5605,2023-03-23,6709.45,2023-09-19
26348,5892,2022-02-07,7477.42,2022-08-13
26349,5822,2022-02-15,12428.83,2023-07-11
26350,5902,2023-08-28,6508.97,2023-09-22
26351,5945,2022-08-08,4576.82,2023-01-07
26352,5732,2022-09-13,7200.4,2022-11-05
26353,5334,2022-05-17,3950.86,2022-12-25
26354,6044,2022-08-19,1824.73,2022-04-12
26355,5205,2023-08-01,2139.12,2023-04-05
26356,5956,2022-02-07,5127.74,2022-05-12
26357,5355,2022-06-04,683.81,2022-07-21
26358,6197,2023-05-18,3692.95,2022-10-14
26359,5824,2022-04-15,11919.09,2022-05-27
26360,6026,2022-09-12,3901.95,2022-10-21
26361,5941,2023-02-08,2105.58,2022-02-02
26362,5168,2023-05-03,14261.67,2022-01-18
26363,5368,2023-04-03,9525.82,2023-11-03
26364,5536,2023-06-12,1370.38,2022-04-25
26365,5963,2023-08-14,1402.54,2022-07-27
26366,5580,2023-06-09,9375.77,2022-06-10
26367,5950,2023-01-05,8331.87,2022-10-17
26368,5207,2022-04-12,1491.43,2022-11-15
26369,6073,2023-10-26,3752.57,2023-04-07
26370,5544,2023-11-21,13971.12,2023-07-13
26371,5129,2023-08-22,8794.16,2022-02-21
26372,5614,2023-08-23,6884.72,2022-02-21
26373,5035,2023-06-25,4127.25,2022-06-20
26374,5819,2023-05-27,2438.62,2023-09-10
26375,5199,2023-01-24,6338.16,2023-09-02
26376,5077,2022-12-29,13874.32,2023-03-21
26377,5369,2023-09-04,1206.32,2022-05-11
26378,5833,2022-04-25,14869.19,2022-08-11
26379,5526,2022-12-09,3513.28,2022-11-11
26380,5349,2022-03-15,6427.13,2023-10-01
26381,5506,2022-05-15,1153.24,2022-05-06
26382,5643,2023-08-13,8979.34,2023-05-27
26383,5238,2023-01-15,7511.55,2022-05-10
26384,5138,2023-05-05,10167.25,2022-02-13
26385,6166,2022-05-05,8368.83,2023-01-19
26386,5612,2022-02-07,6273.58,2022-07-07
26387,5680,2022-11-06,11197.47,2022-09-01
26388,5839,2022-04-16,862.81,2023-08-26
26389,5938,2023-07-10,8344.92,2023-06-11
26390,5355,2022-08-13,2151.2,2023-11-25
26391,5578,2022-08-30,6822.12,2022-11-15
26392,5847,2023-02-01,11971.32,2023-07-28
26393,5559,2022-06-02,2565.68,2023-08-13
26394,5849,2023-06-20,14069.25,2022-10-01
26395,6170,2023-09-28,13383.32,2022-03-12
26396,6176,2023-02-06,6516.12,2022-01-24
26397,5140,2022-05-26,586.64,2022-10-21
26398,5663,2022-07-10,11951.3,2022-05-14
26399,5021,2023-11-08,13272.99,2023-02-08
26400,5064,2023-08-06,3033.7,2023-04-29
26401,6096,2022-07-20,13784.79,2022-07-21
26402,5990,2022-01-12,13754.41,2023-06-18
26403,5162,2022-02-21,7333.72,2022-06-10
26404,5130,2022-10-29,12071.5,2022-02-15
26405,5581,2022-10-27,6951.75,2023-05-13
26406,5225,2023-06-05,8678.67,2023-03-14
26407,5580,2022-05-20,5137.67,2022-04-15
26408,5983,2022-04-10,2812.31,2023-11-13
26409,6005,2023-04-30,11324.78,2022-03-26
26410,5107,2022-05-17,520.2,2022-03-18
26411,5621,2023-01-01,8903.51,2023-07-08
26412,5840,2023-06-18,13037.95,2023-06-09
26413,6127,2023-05-22,3708.52,2022-10-18
26414,6165,2023-10-19,5327.04,2022-12-05
26415,5577,2022-06-10,9018.54,2023-06-05
26416,6158,2022-06-24,4079.62,2022-01-13
26417,5199,2022-03-29,12788.56,2023-06-18
26418,5510,2023-02-03,5815.75,2023-07-06
26419,5667,2023-04-25,8933.4,2023-01-08
26420,5079,2023-06-29,3778.76,2023-04-21
26421,5894,2023-04-22,1100.1,2022-05-07
26422,5512,2022-10-10,3018.65,2023-11-12
26423,5250,2023-03-28,1169.88,2022-08-11
26424,5889,2023-09-16,7294.76,2023-09-25
26425,6024,2022-03-23,9006.24,2022-08-10
26426,5599,2022-08-01,1147.79,2023-08-14
26427,5753,2023-06-04,1811.99,2023-02-01
26428,5600,2022-05-14,7540.11,2022-04-09
26429,5975,2023-03-23,12088.11,2023-04-28
26430,5483,2022-04-28,9606.13,2023-02-08
26431,5836,2023-08-19,2018.3,2022-08-23
26432,5172,2022-08-31,13369.36,2022-07-05
26433,5869,2022-05-30,13803.03,2022-10-06
26434,5017,2023-06-17,5211.87,2023-11-24
26435,5394,2023-10-08,9432.26,2023-01-11
26436,5234,2023-01-14,7638.74,2023-02-07
26437,5248,2023-08-31,14159.34,2022-08-24
26438,5052,2023-06-09,7876.85,2023-10-20
26439,5015,2023-05-28,14419.5,2022-03-09
26440,5441,2023-10-24,3390.47,2022-06-25
26441,6136,2022-04-27,5510.28,2023-06-16
26442,5696,2023-10-26,11829.51,2023-08-07
26443,5007,2023-07-30,11862.36,2023-03-29
26444,5826,2023-10-24,11116.66,2023-09-09
26445,6130,2022-11-13,12964.37,2023-06-03
26446,6037,2022-01-12,10686.92,2022-02-22
26447,6170,2022-03-31,9723.23,2022-11-25
26448,5478,2023-01-23,7154.41,2022-09-24
26449,5631,2022-03-24,7272.77,2023-01-27
26450,5715,2023-01-31,6389.34,2022-02-01
26451,5115,2023-06-29,9493.07,2022-07-10
26452,5509,2023-10-23,6396.63,2023-11-26
26453,6176,2023-10-02,2638.67,2022-07-06
26454,5057,2022-04-10,2044.68,2023-02-05
26455,5382,2023-04-02,13904.85,2022-06-03
26456,6181,2022-11-24,858.71,2022-02-20
26457,5952,2022-03-15,2029.28,2022-10-16
26458,6157,2022-04-06,6956.92,2023-06-22
26459,6187,2022-04-02,4312.43,2022-10-05
26460,5275,2022-11-26,6384.81,2023-03-27
26461,6101,2022-06-24,2202.99,2022-11-30
26462,5044,2022-11-11,2398.15,2022-07-29
26463,5718,2023-11-18,12109.54,2023-05-26
26464,5318,2023-07-22,11507.08,2023-05-21
26465,5534,2023-05-12,2011.67,2023-04-27
26466,6178,2022-09-26,10182.96,2022-12-26
26467,5237,2023-03-04,9335.01,2022-05-25
26468,5893,2022-02-04,10843.76,2023-07-07
26469,5517,2022-04-29,7379.51,2022-03-17
26470,5038,2023-01-06,4414.81,2023-11-04
26471,5654,2023-07-22,10123.35,2022-10-15
26472,5747,2023-03-27,5884.68,2022-05-29
26473,5841,2022-11-05,3674.82,2023-03-13
26474,5448,2022-12-23,6425.12,2022-11-30
26475,5684,2023-01-11,11567.41,2022-03-07
26476,5125,2022-04-15,7399.0,2022-06-26
26477,6089,2023-01-25,4848.03,2022-11-23
26478,5793,2022-06-25,12562.09,2023-06-27
26479,5784,2022-04-16,13283.83,2022-07-18
26480,5226,2023-08-15,6782.13,2023-02-24
26481,5465,2022-06-12,5932.98,2022-03-15
26482,5643,2022-09-24,9384.13,2023-02-27
26483,5293,2023-07-17,1340.63,2022-04-21
26484,5721,2022-10-06,10524.19,2022-04-04
26485,5756,2022-10-30,11843.17,2022-12-26
26486,5166,2023-08-10,6262.91,2022-06-18
26487,5769,2022-05-07,3031.93,2022-10-24
26488,6007,2022-09-03,917.87,2022-09-18
26489,5871,2022-08-22,9740.06,2022-11-14
26490,6076,2023-10-29,4400.4,2022-09-29
26491,5567,2023-08-08,7226.4,2022-07-27
26492,6038,2023-03-15,6102.16,2022-12-10
26493,5602,2022-05-17,3035.83,2023-02-07
26494,6113,2023-07-10,7871.35,2022-03-24
26495,5905,2022-05-29,7164.11,2022-08-28
26496,5041,2022-02-25,9550.14,2023-09-27
26497,6162,2023-11-19,4152.33,2023-11-08
26498,6030,2022-12-22,3612.27,2023-07-30
26499,5242,2022-09-14,12308.0,2023-03-19
26500,5162,2022-03-04,10681.79,2023-09-01
26501,6019,2022-03-04,11696.99,2022-03-10
26502,5692,2022-01-29,2287.7,2023-04-14
26503,5809,2023-07-06,3748.57,2023-10-09
26504,5979,2023-10-21,8845.21,2022-12-07
26505,5518,2023-08-23,12929.42,2023-04-06
26506,5898,2023-07-22,13435.66,2023-03-10
26507,5783,2022-10-27,12562.69,2022-12-07
26508,5784,2023-09-04,1129.27,2023-04-03
26509,6180,2022-08-03,12402.75,2023-04-17
26510,5085,2022-05-21,13536.82,2022-04-01
26511,6034,2023-05-22,1322.86,2022-10-16
26512,5138,2023-07-15,6536.07,2022-09-30
26513,5754,2023-05-14,8280.85,2023-06-17
26514,5906,2023-09-19,3874.88,2023-05-29
26515,5713,2023-05-17,7991.94,2023-08-14
26516,5156,2023-08-10,13346.36,2023-07-10
26517,5408,2022-07-10,13070.67,2023-08-06
26518,5787,2023-11-06,14127.64,2023-07-02
26519,5580,2023-10-13,7519.59,2023-07-12
26520,5554,2022-02-18,6453.22,2022-08-12
26521,5396,2022-12-29,10153.92,2023-08-02
26522,6158,2023-09-19,6543.03,2023-05-13
26523,5810,2023-11-11,1108.2,2023-09-23
26524,5962,2023-05-11,10938.86,2023-07-11
26525,5542,2022-10-04,4574.27,2022-01-25
26526,6033,2022-02-16,1211.74,2023-11-08
26527,5987,2022-08-04,799.01,2022-06-13
26528,5170,2022-08-18,14004.74,2022-10-18
26529,5290,2023-10-01,4155.1,2022-02-14
26530,6192,2022-11-19,6994.54,2023-01-03
26531,6169,2023-02-25,14283.36,2022-07-30
26532,5740,2022-08-13,7279.0,2022-05-26
26533,5588,2023-10-24,1639.84,2022-12-16
26534,5735,2022-10-14,8503.07,2023-02-10
26535,5457,2022-02-15,1778.88,2022-01-10
26536,5701,2022-01-14,1878.77,2023-06-04
26537,5979,2023-09-25,12846.42,2022-02-03
26538,5046,2023-01-10,4696.61,2022-08-22
26539,6041,2022-11-29,10340.72,2022-06-30
26540,6147,2022-06-15,7879.4,2023-06-08
26541,5231,2023-05-22,3723.74,2023-01-21
26542,5950,2022-04-27,8008.39,2022-09-30
26543,5637,2023-09-28,1500.41,2022-11-23
26544,5112,2023-07-20,5534.58,2022-12-01
26545,5593,2023-03-15,8081.13,2023-05-29
26546,5859,2022-10-31,3811.72,2022-01-27
26547,5391,2023-04-02,10072.73,2023-10-27
26548,5392,2022-09-28,1251.27,2022-05-20
26549,5328,2022-08-04,7529.74,2022-04-05
26550,5747,2022-04-23,10867.44,2022-06-17
26551,5367,2022-01-16,6734.22,2023-06-01
26552,5082,2022-08-04,13181.5,2022-01-28
26553,5806,2023-03-03,9666.8,2023-08-07
26554,5822,2022-05-15,14398.15,2022-11-04
26555,6100,2022-02-12,4619.77,2023-02-02
26556,5952,2022-10-11,14112.45,2022-05-14
26557,5372,2022-04-08,9298.93,2022-10-20
26558,5264,2022-03-01,11305.09,2023-05-10
26559,5110,2022-08-18,13581.34,2022-12-21
26560,5307,2023-10-05,8492.36,2023-07-01
26561,5226,2023-01-20,13001.62,2023-09-30
26562,5185,2022-06-08,8354.61,2022-01-17
26563,5964,2023-04-16,9188.38,2022-04-20
26564,5031,2023-08-19,6953.93,2023-04-20
26565,5614,2022-07-27,2611.76,2023-08-23
26566,5099,2022-06-23,8525.8,2022-01-10
26567,5811,2022-03-22,14673.0,2023-07-17
26568,5652,2022-01-18,11914.2,2022-04-22
26569,5814,2022-10-18,11338.73,2023-07-18
26570,6020,2022-12-26,9827.98,2022-11-16
26571,5978,2022-10-06,5544.68,2022-10-16
26572,5088,2023-02-01,2959.42,2023-09-01
26573,6087,2022-05-22,3756.0,2023-04-11
26574,5922,2023-11-08,591.67,2023-01-15
26575,5586,2023-06-01,10265.47,2022-06-26
26576,5818,2022-09-08,12272.22,2022-12-30
26577,5932,2023-10-24,4399.21,2022-05-07
26578,5797,2023-06-24,1831.83,2022-09-20
26579,6019,2022-08-25,5368.04,2023-03-22
26580,6013,2022-05-12,4734.74,2023-04-04
26581,5973,2022-11-02,7037.71,2022-09-23
26582,5633,2022-12-24,4329.48,2022-10-14
26583,5346,2022-10-12,5426.12,2022-01-25
26584,5724,2022-10-20,13659.54,2022-07-04
26585,5901,2022-06-12,5355.11,2022-03-06
26586,6102,2023-02-23,11890.01,2023-03-03
26587,6038,2023-04-13,9574.59,2023-05-19
26588,5136,2023-10-04,5394.3,2022-05-11
26589,5397,2023-07-24,12357.93,2022-10-31
26590,5792,2023-05-22,9128.6,2023-03-31
26591,5079,2023-10-20,624.97,2022-04-23
26592,5705,2023-04-23,1496.56,2023-07-26
26593,5982,2022-12-28,11413.27,2023-06-10
26594,6075,2022-11-08,6974.65,2022-03-28
26595,5744,2023-09-26,6379.86,2023-05-11
26596,5384,2022-09-02,2614.49,2022-01-14
26597,5375,2023-04-22,2781.12,2023-01-28
26598,5206,2023-09-07,12067.41,2023-11-16
26599,5489,2023-03-12,12520.75,2023-05-29
26600,5881,2022-09-07,8620.04,2022-06-09
26601,5632,2022-01-22,4779.35,2022-10-19
26602,5592,2023-04-22,14024.16,2022-08-06
26603,6066,2023-07-26,9547.45,2023-02-25
26604,5533,2023-05-26,12051.31,2023-06-30
26605,5522,2022-12-02,547.6,2023-10-23
26606,5825,2023-10-08,7029.63,2023-06-05
26607,6177,2022-12-08,13128.76,2022-02-09
26608,5598,2022-12-04,5404.38,2022-01-26
26609,5113,2023-04-25,11034.99,2023-05-06
26610,6136,2022-02-11,10036.28,2023-02-01
26611,6199,2022-03-15,2707.17,2022-01-25
26612,5734,2022-01-22,11736.11,2022-07-18
26613,6195,2022-08-08,2131.64,2023-01-06
26614,5318,2022-03-20,11054.75,2022-04-01
26615,5996,2022-08-23,14869.04,2023-02-03
26616,5213,2022-06-06,14390.73,2023-04-05
26617,5253,2022-11-23,12103.51,2023-07-11
26618,5124,2022-04-24,8250.5,2022-08-13
26619,5624,2023-08-31,10284.96,2022-03-30
26620,6109,2023-10-04,11057.57,2022-10-23
26621,6089,2023-09-13,621.82,2022-06-24
26622,5898,2023-08-10,1984.31,2022-12-08
26623,6161,2022-10-02,9157.36,2023-07-27
26624,5247,2023-01-16,594.75,2022-09-27
26625,5441,2022-01-20,13679.13,2022-12-10
26626,5045,2023-11-04,7600.11,2023-08-11
26627,5658,2022-07-28,4237.62,2022-06-24
26628,5880,2023-08-29,6210.41,2023-04-15
26629,6017,2023-08-17,12836.26,2022-01-23
26630,5554,2023-09-08,13944.3,2023-06-22
26631,5809,2022-06-09,2185.41,2022-08-18
26632,5971,2023-07-27,11780.43,2022-05-10
26633,6113,2022-02-07,8884.29,2022-05-30
26634,5730,2022-04-28,8989.79,2023-09-19
26635,6021,2023-01-25,11802.06,2022-06-15
26636,5954,2023-11-11,3731.25,2022-09-06
26637,6091,2023-01-12,8200.15,2023-11-13
26638,6065,2023-01-11,5130.61,2023-10-30
26639,5099,2023-08-04,1870.43,2023-07-29
26640,5872,2023-08-18,2023.65,2022-09-30
26641,5301,2022-02-11,2478.84,2022-08-31
26642,5488,2023-09-03,9416.05,2023-01-03
26643,6130,2023-04-15,2034.54,2023-11-30
26644,6005,2023-04-03,8766.51,2023-09-19
26645,5477,2022-05-10,9030.31,2022-09-15
26646,6146,2022-01-28,13606.5,2022-12-01
26647,6101,2023-09-21,9582.46,2022-07-26
26648,6136,2022-11-22,14791.02,2022-04-18
26649,5861,2023-05-24,949.39,2022-09-13
26650,5809,2023-09-11,10710.12,2023-09-13
26651,5518,2022-11-21,883.96,2022-09-04
26652,6122,2022-06-09,11075.97,2022-08-14
26653,5459,2023-05-31,6094.83,2022-06-27
26654,5230,2023-10-23,9363.96,2022-05-23
26655,6192,2022-09-11,4988.3,2022-05-26
26656,5008,2022-09-05,2807.02,2022-03-18
26657,6196,2022-12-19,10990.93,2022-02-07
26658,5195,2023-02-02,13617.0,2023-01-27
26659,6043,2023-08-05,3161.95,2023-08-15
26660,5354,2022-07-22,13850.19,2023-10-22
26661,6073,2022-10-29,2532.64,2023-03-20
26662,5464,2022-05-28,11167.1,2022-05-01
26663,5356,2022-08-09,14411.95,2022-12-03
26664,5850,2023-11-29,2636.88,2023-10-28
26665,5974,2023-07-14,6808.81,2023-11-15
26666,6182,2022-09-20,5393.13,2022-05-15
26667,5066,2022-10-23,6132.93,2022-08-24
26668,5859,2022-11-11,11420.53,2022-02-04
26669,5571,2022-10-19,10087.24,2022-01-12
26670,5308,2023-11-15,14545.96,2023-01-12
26671,5783,2022-01-31,3189.45,2023-01-04
26672,5121,2023-11-13,8377.28,2022-02-10
26673,5766,2022-02-13,7012.33,2022-02-23
26674,5773,2023-07-09,13823.41,2022-05-09
26675,5096,2022-05-14,653.98,2022-10-08
26676,6138,2022-12-15,14842.97,2022-12-02
26677,5987,2022-08-07,7456.15,2022-09-06
26678,5540,2023-03-26,9570.32,2023-08-10
26679,5002,2023-05-19,5720.76,2022-12-23
26680,5580,2022-03-27,12861.64,2023-05-02
26681,5333,2022-09-08,8648.83,2023-01-22
26682,6048,2022-09-22,10110.76,2023-11-16
26683,5742,2023-06-07,9909.12,2023-01-11
26684,5506,2022-03-21,5777.74,2022-02-14
26685,6000,2023-09-13,1601.87,2023-03-11
26686,6200,2023-04-06,12211.74,2023-11-13
26687,5733,2023-09-22,4700.88,2023-06-16
26688,5514,2022-09-09,12809.49,2022-07-26
26689,5895,2022-01-18,9325.32,2022-04-26
26690,5361,2022-09-13,5628.71,2023-11-10
26691,5274,2022-09-02,9116.58,2022-10-12
26692,5177,2022-06-02,9859.64,2022-04-06
26693,5527,2023-09-01,10746.91,2023-06-08
26694,5913,2023-05-15,12423.9,2023-07-19
26695,5279,2023-04-03,2816.45,2023-09-02
26696,5706,2023-11-29,14190.09,2023-05-25
26697,5064,2023-06-26,6457.19,2022-09-21
26698,5290,2022-04-25,12976.53,2022-03-02
26699,5018,2023-03-23,3696.95,2022-05-09
26700,5064,2022-12-19,920.92,2022-03-30
26701,5330,2023-09-17,8813.49,2022-03-19
26702,5763,2023-06-25,5207.66,2022-03-11
26703,6041,2022-11-18,14774.7,2023-11-16
26704,5443,2023-04-04,2014.58,2023-01-28
26705,5141,2022-08-14,1185.89,2023-09-16
26706,5444,2022-12-27,1152.76,2023-01-20
26707,5496,2023-06-15,3644.67,2023-04-02
26708,5426,2022-04-22,8898.27,2022-06-01
26709,5450,2022-07-31,7830.67,2023-07-26
26710,5351,2022-08-21,5576.1,2022-08-19
26711,5599,2022-06-08,1787.5,2023-04-11
26712,5711,2023-07-26,3889.19,2023-03-08
26713,5870,2022-11-20,3170.13,2022-10-01
26714,6185,2022-04-03,11312.17,2022-04-15
26715,6164,2022-09-05,11809.22,2022-12-14
26716,5393,2023-11-01,11766.7,2022-11-04
26717,5842,2022-05-21,14551.09,2022-09-15
26718,5401,2023-02-08,13321.45,2022-12-23
26719,5050,2023-02-08,7718.17,2022-08-21
26720,5744,2023-08-24,6516.57,2022-06-13
26721,5906,2023-10-29,13778.64,2022-10-31
26722,6036,2023-02-18,9362.77,2023-08-29
26723,5991,2023-03-16,4768.78,2023-09-19
26724,6039,2022-08-21,8684.73,2022-03-13
26725,5028,2022-07-12,14886.17,2022-06-03
26726,5388,2022-04-09,12817.32,2022-10-14
26727,5833,2022-04-23,4578.56,2022-09-11
26728,5250,2023-09-11,14317.84,2023-11-23
26729,5098,2023-06-20,14731.2,2023-03-20
26730,6063,2022-10-08,3851.92,2022-01-08
26731,6062,2023-06-07,13486.09,2022-07-08
26732,5179,2022-12-16,13306.44,2022-02-04
26733,5892,2022-11-12,1076.43,2022-05-18
26734,5750,2023-05-15,10210.49,2023-11-11
26735,6188,2023-06-21,4926.57,2022-04-18
26736,5453,2023-10-14,10281.88,2022-11-04
26737,5097,2023-09-27,13746.6,2022-05-20
